title,adult,genre,id,language,plot,release_date,imdb_score,imdb_id,cast,directors,movie_duration
Bharat Milap,False,"Adventure, Drama, History",790654,hi,Maharani Kekaiyi schemes to get her son on the throne.,1942-01-01,0.0,tt0156360,['Vishnupant Aundhkar'],['Vijay Bhatt'],
Roti,False,Drama,446933,hi,"Roti made in the early 1940s inspired by the German Expressionism, is a real critique of Indian society with prophetic insight. It deals with two models - one of a millionaire, possessed by money and power in an industrial civilisation, the other of a tribal couple living in a primeval state of nature. The millionaire is saved by the couple after an air crash, the tribal couple emigrate to the city, do not find happiness and return. The millionaire is ruined in the city, tries futilely to find salvation among the tribal.",1942-01-01,0.0,tt0232542,['Wajahat Mirza'],['Mehboob Khan'],
Basant,False,"Drama, Music",420494,hi,"Uma (Mumtaz Shanti) and Babul (Suresh) are poor and homeless siblings. Both of them have got singing talent but are unable to find any job. Then they meet Nirmal who is younger brother of theater owner Janki Babu. Nirmal persuades his brother to give them a chance. After seeing their talent, Janki Babu also admires Uma and gives her leading role at his theater. Then Nirmal and Uma fall in love with each other and get married. However, Nirmal has a misunderstanding that his elder brother also likes Uma and wanted to marry her. He does not approve of Uma's job in theater but himself is struggling to find a job. Uma leaves the job and they also also leave Janki babu's house. Now they have a small baby daughter, Manju. But soon they see the true face of poverty and struggle to cope with it.",1942-01-02,6.0,tt0138315,['Amiya Chakrabarty'],['Amiya Chakrabarty'],
Zamindar,False,Mystery,293905,hi,"A young blind girl is the only witness to the murder of a greedy, but repentant, landlord.",1942-01-02,0.0,tt0215382,['Imtiaz Ali Taj'],['Moti B. Gidwani'],
Bhakta Surdas,False,"History, Music",1074446,hi,Bhakt Surdas was a great saint and devotee of Lord Krishna. He was a 16th-century poet who was blind.,1942-01-03,0.0,tt0213510,"['Kesar Bai', 'Bashir', 'Khurshid Begum']",['Chaturbhuj Doshi'],
Saugandh,False,"Drama, Romance",573856,hi,"A father worries for his younger son and asks his elder son to promise that he will do everthing in his power to ensure Arun does not go astray, educates himself and becomes an independent man. However, fate has other plans. When Arun commits an unthinkable crime, his brother fulfills the promise made to their father and shields his younger sibling from all harm.",1942-03-24,0.0,tt0035291,"['Pahadi Sanyal', 'Bharati Devi', 'Asitbaran']",['Hemchandra Chunder'],
Khandaan,False,Drama,306117,hi,"A young man gets jailed for killing a woman who seduces him. When he gets released, he tries to stop his employer's son from committing the same kind of crime he did.",1942-04-25,0.0,tt0151200,"['Noor Jehan', 'Pran Sikand', 'Ghulam Mohammed']",['Shaukat Hussain Rizvi'],2h 51m
Killer Corpse,False,Horror,1301149,hi,Indian horror movie from 1943.,1943-01-01,0.0,tt0381323,"['Eddie Billimoria', 'Baburao Pahelwan', 'Shanta Rin']",['A.R. Kardar'],
Running Ghost,False,Horror,1300801,hi,Indian horror movie from 1943.,1943-01-01,0.0,tt0377497,"['Baburao Pahelwan', 'Brij Rani', 'Ali']",['Ramanlal Desai'],
Sanjog,False,"Comedy, Drama",1198066,hi,Deepak goes for an interview and mistaken as possible groom for Rajasaheb's daughter Bina. They fall in love but afraid of dire consequences Deepak runs away. They meet again and Rajasaheb get Bina married off to Deepak.,1943-01-01,0.0,tt0036330,['Waqif'],['Abdul Rashid Kardar'],
Hamari Baat,False,Drama,969799,hi,Hamari Baat is a Bollywood film. It was released in 1943.,1943-01-01,0.0,tt0035963,"['Devika Rani', 'Suraiya', 'David Abraham']",['M.I. Dharamsey'],
Prithvi Vallabh,False,Drama,628419,hi,"The story revolves around two kings, Prithvi Vallabh (Munj) of Avantipur who is kind and just, and Tailap, a neighboring king who is cruel. With the help of his sister Mrinalvati (Durga Khote) and another neighbouring king Bhillam (K. N. Singh), Tailap manages to capture Prithvi Vallabh. The rest of the film follows incidents following his captivity.",1943-01-01,0.0,tt0243505,"['K.M. Munshi', 'Pandit Sudershan']",['Sohrab Modi'],2h 1m
Shakuntala,False,"Drama, Romance",317071,hi,"Following a passionate encounter with King Dushyanta (Chandramohan), the comely Shakuntala (Jayashree) finds herself pregnant and rejected by the royal court. She gives birth in a forest to a son which she names Bharat (Kumar Ganesh). When the King tracks his former lover down and tries to take her back, she flatly refuses him.",1943-01-01,0.0,tt0036343,['Dewan Sharar'],['Shantaram Rajaram Vankudre'],
Taqdeer,False,Comedy,290581,hi,"In between his more ambitious Najma (1943) and Humayun (1945), Mehboob made this lightweight comedy about Justice Gangaprasad (Chandramohan) and theatre-owner Seth Badriprasad (Charlie) who lose their daughter and son respectively in the Kumbh Mela.",1943-01-02,0.0,tt0232770,"['Agha Jani Kashmiri', 'Ghulam Mohammed']",['Mehboob Khan'],
Ram Rajya,False,Drama,409242,hi,"Following Bhagwan Shri Ram's 14 year exile, whereby he demolishes the evil empire of Lord Ravan, rescues his wife, Sita, and returns triumphantly home to Ayodhya to be crowned the King. Bhagwan Ram arranges for Sita to be placed on top a funeral pyre, and when she comes out unscathed with the Lord of Fire himself appearing and asking Bhagwan Ram to take Sita back as she is pure, and her presence has not only purified Ayodhya, but also Sri Lanka, as well as himself.",1943-01-08,5.0,tt0156930,"['Kanu Desai', 'Valmiki']",['Vijay Bhatt'],2h 24m
Naukar,False,Drama,1074473,hi,"Naukar is a 1943 Indian Bollywood film directed by Shaukat Hussain Rizvi and starring Chandra Mohan, Noor Jehan and Shobhna Samarth. It was the fifth-highest-grossing Indian film of 1943.",1943-01-18,0.0,tt0331297,['Saadat Hassan Manto'],['Shaukat Hussain Rizvi'],
Wapas,False,"Drama, Romance",574280,hi,Two young friends bond when they visit the village fair. They fall in love. What seems like a simple story soon turns into a conflict zone between families and when pride is hurt love is sure to suffer. Wapas is a tale of wronged love. Will the young lovers be able to bury their differences and find love again?,1943-01-20,0.0,tt0159109,"['Asitbaran', 'Dhiraj Bhattacharya', 'Bharati Devi']",['Hemchandra Chunder'],
Kismet,False,Drama,325815,hi,A former theater owner and his crippled daughter live in poverty until a chance encounter with a young pickpocket brings romance for the petty criminal and daughter as well as a chance by the father to get back at the villainous new theater owner who ousted him from the business years before.,1943-02-01,5.5,tt0036077,"['Shahid Latif', 'Gyan Mukherjee', 'Santoshi']",['Gyan Mukherjee'],2h 23m
Kashinath,False,Drama,574317,hi,"Shiromoni, a village priest sends his son on an errand to the house of Mr. Mukherjee. On his return Kashinath discovers his father is no more. With no kin to support him Mr. Mukherjee suggests that Kashinath should move over to live with Mr. Pitambar Chakraborty, the zamindar [Landlord]. Kashinath however, is in no mood to leave Mr. Mukherjee's home as he has started to grow attached to Mukherjee's daughter Bindu.",1943-04-02,0.0,tt0156692,"['Nitin Bose', 'Nripendrakrishna Chatterjee', 'Sarat Chandra Chattopadhyay']",['Nitin Bose'],
Najma,False,Drama,412470,hi,"Najma is a 1943 Indian film directed by Mehboob Khan and starring Ashok Kumar and Veena. The film's music is by Rafiq Ghaznavi with lyrics by Anjum Pilibhiti. Najma was the first film under Mehboob Khan's Mehboob Productions banner. Due to its financial success upon release, the film became a blueprint for Muslim socials that followed.",1943-07-30,4.0,tt0232155,['Agha Jani Kashmiri'],['Mehboob Khan'],2h 1m
Dasi,False,Drama,1195577,hi,Film starring Om Prakash and Ragini,1944-01-01,0.0,tt2529150,['Dalsukh M. Pancholi'],['Hiren Bose'],
My Sister,False,"Drama, Romance",574332,hi,"Set against the backdrop of WW II in Calcutta, ""Meri Bahen"" is the story of a schoolteacher and his young sister. The film followed his rise to fame as a singer and the changes in his relationships following a bomb-raid.",1944-01-01,0.0,tt0158775,"['K.L. Saigal', 'Sumitra Devi', 'Akhtar Jehan']",['Hemchandra Chunder'],
Jwar Bhata,False,"Drama, Romance",307856,hi,"Film starring Ruma Guha Thakurta, Aga Jaan and Vikram Kapoor",1944-01-02,0.0,tt0151168,"['Ruma Guha Thakurta', 'Aga Jaan', 'Vikram Kapoor']",['Amiya Chakrabarty'],
Dost,False,Drama,1074465,hi,"Dost (Hindi: दोस्त; English: Friend) is a 1944 Bollywood film produced under the banner Navin Pictures, directed by Shaukat Hussain Rizvi. Kanhaiyalal and Maya Banerjee play the lead with Agha, Himalaya Dasani, Husn Banu, Mirza Musharraf, Motilal, Noor Jehan, Ram Pyari, Shaukat Hussain Rizvi, Sherali and Varmala Kumthekar in the supporting cast. The film song lyrics were written by Shams Lakhnavi, with music composed by Sajjad Hussain.",1944-01-10,0.0,tt0132925,"['Maya Banerjee', 'Husn Banu', 'Kanhaiyalal Chaturvedi']",['Shaukat Hussain Rizvi'],
Ratan,False,"Music, Romance",427147,hi,They are in love - have grown up together. Circumstances lead her to get married to a older man with a small child who does not accept her physically after having seen her face for the first time - he feels guilty that she has been cheated upon and her youth has been snatched away. One day she returns home to meet her childhood friend.,1944-01-24,6.0,tt0037213,"['R.S. Choudhury', 'D.N. Madhok']",['M. Sadiq'],1h 58m
Lal Haveli,False,"Drama, Romance",628835,hi,"Mukta and Anand are childhood friends and love each other. But Mukta belongs to higher social class than Anand and her family wants to arrange her marriage with Jawahar, son of a rich man.",1944-12-16,0.0,tt0139416,"['R.S. Choudhury', 'Agha Jani Kashmiri', 'K.B. Lall']",['K.B. Lall'],
Tadbir,False,"Drama, Family",950305,hi,"Jayant Desai directs this melodrama centering on Kanhaiyalal (K. L. Saigal) who, according to a fortuneteller at his birth, will consort with a prostitute, grow skillful with a knife, and be sentenced to the gallows. As the film progresses, this unpromising prediction comes true, but in an unexpected manner. After a family tragedy, Kanhaiyalal and his mother find shelter in the home of a kindly whore named Saguna (Suraiya) who eventually sacrifices her life for that of the protagonist. Later, he becomes handy with a knife when he goes to med school and becomes a surgeon. As Kanhaiyalal matures, he and his mother battle against crime and poverty.",1945-01-01,0.0,tt0214182,"['K.L. Saigal', 'Suraiya', 'Mubarak Mechant']",['Jayant Desai'],
Ramayani,False,Fantasy,537016,hi,"Ramayani is a 1945 Hindi mythological film directed by Sarvottam Badami for Purnima Productions. The music direction was by S. N. Tripathi with lyrics written by Bekal Several films were made in that era based on the Ramayana. Vijay Bhatt made his famous Ram Rajya (1943), and Purnima Productions made their version of the epic, titling it Ramayani The film starred Pahari Sanyal, Nargis, Chandra Mohan, Rose, Kanhaiyalal and Amirbai Karnataki  [Wikipedia]",1945-01-01,0.0,tt0155093,"['Kanhaiyalal Chaturvedi', 'Rose']",['Sarvottam Badami'],
Village Girl,False,Drama,324096,hi,"Jani, a village boy, is sent on the warfront. He comes back victorious and becomes the Sunedar Major.",1945-01-01,6.5,tt0153549,"['Noor Jehan', 'Nazir', 'Anant Marathe']",['K. Amarnath'],
Ek Din Ka Sultan,False,"Drama, History",307831,hi,Film starring Mehtab and Wasti.,1945-01-01,0.0,tt0243239,['Agha Jani Kashmiri'],['Sohrab Modi'],
Humayun,False,"War, Romance, History",142996,hi,Humayan (Hindi: हुमायूँ) is a 1945 Indian Bollywood historical epic film directed by Mehboob Khan. It was the seventh highest grossing Indian film of 1945.,1945-01-01,3.0,tt0142385,"['Agha Jani Kashmiri', 'Waqif']",['Mehboob Khan'],1h 58m
Zeenat,False,"Comedy, Drama",567864,hi,A disgraced widow is forced to work as a maid for her fatherless child.,1945-11-16,6.0,tt0154026,"['Changezi', 'Wajahat Mirza', 'Khadim Mohy-ud-Din']",['Shaukat Hussain Rizvi'],
Lion of Baghdad,False,Adventure,1276157,hi,"Also known as Lion of Baghdad, this film stars Fearless Nadia, John Cavas and Sayani Atish.",1946-01-01,0.0,tt0386028,['Boman Shroff'],['Homi Wadia'],
Shama,False,Drama,1197939,hi,Film starring Mehtab and Wasti.,1946-01-01,0.0,tt0362143,['Hakim Ahmed Shuja'],['Sibtain Fazli'],
Amar Raj,False,"Drama, Musical",1163805,hi,1946 bollywood film.,1946-01-01,0.0,tt0369228,"['Naseem Jr.', 'Trilok Kapoor', 'H. Prakash']",['Homi Wadia'],
Valmiki,False,Drama,969791,hi,"Valmiki is a movie directed by Bhalji Pendharkar featuring Shanta Apte, Prithviraj Kapoor.",1946-01-01,0.0,tt0039077,"['Shanta Apte', 'Leela Chandragiri', 'Pratima Devi']",['Bhalji Pendharkar'],1h 38m
Eight Days,False,"Comedy, Drama",325885,hi,"Shamsher Singh (Kumar), a discharged military officer who wants to settle down as a farmer. His marriage is arranged with the educated Neela (Veera) who ditches him at the last minute and goes to the city where she learns that she stands to inherit a fortune if she gets married within 8 days. After rejecting several suitors, she finally falls in love with Shamsher Singh, whom she meets in the city unaware that he is the person to whom she was earlier betrothed. Singh treats her badly and she sues him but in the end the two realise that they love each other.",1946-01-01,0.0,tt0331237,['Saadat Hassan Manto'],"['D.N. Pai', 'Ashok Kumar']",
Shahjehan,False,History,257397,hi,"Shahjehan (a raw Rehman in one of his first releases) is approached by a Rajput chieftain, Jwala Singh, narrating the plight of his foster daughter, Ruhi (Ragini), who is blessed with unheard of beauty. This gives rise to an army of suitors, who indulge in violence to prevent her from getting married by scaring her to-be grooms. Her beauty, confined to four walls of Jwala's haveli becomes part of folklore, and street gossip, through the poetry of Sohail (Saigal) who accidentally catches her glimpse, and falls in love with her.",1946-01-01,5.0,tt0038931,['Kamal Amrohi'],['Abdul Rashid Kardar'],2h 1m
